id,CALL_RDD_DAY30TODAY45_CNT,CALL_RDD_DAY30TODAY45_IN,CALL_RDD_DAY30TODAY45_INOUTRATIO,CALL_RDD_DAY30TODAY45_RECORD,CALL_RDD_DAY30TODAY45_TIME,CALL_RDD_DAY30TODAY45_TIME_AVG,CALL_RDD_DAY30TODAY45_TIME_IN,CALL_RDD_DAY30TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY30TODAY45_TIME_VAR
u4364,33,12,0.363636374,1,38.88333511,1.178282857,12.76666641,0.328332633,1.116742134
u3268,20,15,0.75,1,74.73332977,3.736666679,67.01667023,0.896743953,54.65701675
u4750,94,31,0.329787225,1,843.7999878,8.976595879,508.1666565,0.602235913,302.8833313
u2699,36,14,0.388888896,1,53.29999924,1.480555534,14.63333321,0.274546593,2.46548605
u3314,41,19,0.463414639,1,32.84999847,0.801219523,16.83333397,0.512430251,0.709436178
u1080,32,11,0.34375,1,30.63333321,0.957291663,7.866666794,0.25680086,3.722533703
u3785,135,101,0.748148143,1,96.78333282,0.716913581,67.31666565,0.695539892,0.336168677
u4072,14,8,0.571428597,1,6.983333111,0.498809516,3.916666746,0.560859203,0.062796205
u3815,18,10,0.555555582,1,118.0333328,6.557407379,28.91666603,0.244987294,95.00395966
u1101,13,5,0.384615391,1,21.56666756,1.658974409,11.36666679,0.527047932,3.236222982
u3294,10,5,0.5,1,5.033333302,0.50333333,2.566666603,0.50993377,0.075822219
u3948,3,0,0,1,12.35000038,4.116666794,0,0,2.032407522
u1179,2,0,0,1,4.883333206,2.441666603,0,0,0.008402778
u0488,,0,,0,,,0,,
u2971,,0,,0,,,0,,
u2739,7,7,1,1,17.43333244,2.490476131,17.43333244,1,22.47832108
u2801,50,33,0.660000026,1,33.73333359,0.674666643,21.58333397,0.639822125,0.346558213
u4020,257,110,0.42801556,1,348.7999878,1.357198477,136.1333313,0.390290529,2.296862364
u2214,123,58,0.471544713,1,348.1666565,2.830623388,169.5500031,0.486979425,17.58312798
u3162,43,34,0.790697694,1,60.34999847,1.403488398,46.43333435,0.769400716,1.404399991
u4701,,0,,0,,,0,,
u2475,280,127,0.453571439,1,490.7666626,1.752738118,196.3166656,0.400020391,9.595795631
u3067,62,26,0.419354826,1,45.56666565,0.734946251,19.63333321,0.430870533,0.529665828
u4347,94,47,0.5,1,86.66666412,0.921985805,37.26666641,0.430000007,0.807442129
u1070,3,3,1,1,10.1833334,3.394444466,10.1833334,1,21.70672798
u1790,178,84,0.471910119,1,227.5666656,1.278464437,113.3666687,0.498169035,2.021914482
u0835,25,11,0.439999998,1,42.70000076,1.707999945,9.383333206,0.219750196,2.341291666
u1039,125,84,0.671999991,1,121.4166641,0.971333325,89.26667023,0.735209346,2.127580404
u4202,16,15,0.9375,1,3.783333302,0.236458331,3.533333302,0.933920681,0.03445204
u0382,48,8,0.166666672,1,134.25,2.796875,7.033333302,0.052389819,25.31148911
u4410,27,18,0.666666687,1,15.25,0.564814806,9.949999809,0.652459025,0.298175573
u3939,66,27,0.409090906,1,186.6833344,2.828535318,51.13333511,0.273904115,21.71599197
u1397,120,47,0.391666681,1,295.2833252,2.460694551,115.0500031,0.389625788,16.15651321
u2282,65,45,0.692307711,1,131.75,2.02692318,116.0833359,0.881087899,10.85757828
u0266,141,47,0.333333343,1,301.5333252,2.138534307,90.06666565,0.298695564,13.53493786
u0813,9,8,0.888888896,1,94.06666565,10.45185184,86.8666687,0.923458517,99.87836456
u0234,172,99,0.575581372,1,133.6666718,0.777131796,77.3666687,0.578803003,0.434444755
u4974,177,55,0.310734451,1,155.6999969,0.879661024,55.71666718,0.35784629,0.643230379
u4770,344,191,0.555232584,1,420.4166565,1.222141504,225.6666718,0.536769092,2.222443342
u4723,9,1,0.111111112,1,56.53333282,6.281481266,3.533333302,0.0625,36.07027435
u4988,,0,,0,,,0,,
u2630,29,16,0.551724136,1,19.85000038,0.684482753,13.5666666,0.683459282,0.597374141
u2378,46,21,0.456521749,1,70.73332977,1.537681103,27.33333397,0.386427909,5.72272253
u3532,6,1,0.166666672,1,3.983333349,0.663888872,1.033333302,0.259414226,0.133742288
u3919,7,7,1,1,3.533333302,0.504761934,3.533333302,1,0.076405898
u0572,114,60,0.526315808,1,127.3666687,1.117251515,60.81666565,0.477492809,1.623123407
u3596,27,14,0.518518507,1,60.08333206,2.225308657,17.23333359,0.286823869,14.53257942
u0492,1,0,0,1,1.149999976,1.149999976,0,0,0
u2627,27,23,0.851851881,1,151.0333405,5.593827248,144.0166626,0.953542292,70.7375946
u1486,4,1,0.25,1,3.966666698,0.991666675,0.800000012,0.201680675,0.252013892
u4547,629,394,0.626391113,1,547.0999756,0.869793296,342.5,0.626028121,1.459136128
u1144,95,49,0.515789449,1,154.2833405,1.62403512,104.9333344,0.680133939,4.593612194
u0736,14,8,0.571428597,1,9.866666794,0.704761922,5.633333206,0.570945919,0.611128092
u1717,516,212,0.4108527,1,631.0166626,1.22290051,217.7166595,0.345025212,5.160086632
u0029,1,0,0,1,0.433333337,0.433333337,0,0,0
u2536,194,98,0.50515461,1,277.8166809,1.432044625,131.0666656,0.471773952,13.80112553
u2829,46,27,0.586956501,1,33.86666489,0.736231863,23.53333282,0.694881916,0.425269365
u0791,69,10,0.144927531,1,33.86666489,0.490821242,4.433333397,0.130905509,0.120575979
u4341,363,117,0.322314054,1,176.25,0.485537201,54.59999847,0.309787244,0.15714696
u0958,141,78,0.553191483,1,184.8666687,1.311111093,120.0500031,0.649386942,6.609474659
u3516,168,94,0.559523821,1,187.75,1.117559552,93.93333435,0.500310719,2.0631423
u4982,14,7,0.5,1,11.88333321,0.84880954,5.433333397,0.457222998,0.148907319
u4486,9,4,0.444444448,1,178.1333313,19.792593,173.6333313,0.974738002,1273.184448
u1687,14,3,0.214285716,1,8.649999619,0.617857158,1.433333278,0.165703282,0.143589854
u3430,19,9,0.473684222,1,24.36666679,1.28245616,6.316666603,0.259233922,10.38893223
u0889,48,32,0.666666687,1,129.0833282,2.689236164,102.3499985,0.792898655,36.0591507
u1556,84,29,0.34523809,1,82.16666412,0.978174627,44.01666641,0.535699785,2.618035555
u4827,,0,,0,,,0,,
u1172,33,27,0.818181813,1,27.86666679,0.844444454,23.06666756,0.827751219,1.043243527
u0828,32,25,0.78125,1,65.21666718,2.038020849,57.78333282,0.886020958,12.58984756
u0501,,0,,0,,,0,,
u0171,23,7,0.304347813,1,33.68333435,1.464492798,18.31666756,0.543790221,3.830756187
u4367,,0,,0,,,0,,
u0018,67,44,0.656716406,1,68.08333588,1.01616919,45.03333282,0.661444306,1.519303203
u2980,4,4,1,1,19.10000038,4.775000095,19.10000038,1,2.883541584
u0179,32,19,0.59375,1,34.48333359,1.077604175,22.89999962,0.664088905,1.463291883
u3908,14,9,0.642857134,1,8.066666603,0.576190472,5.616666794,0.696281016,0.158123583
u2215,46,17,0.369565219,1,34.51666641,0.750362337,11.35000038,0.328826666,0.533001065
u4396,4,1,0.25,1,3.433333397,0.858333349,2.066666603,0.601941764,0.497291654
u4539,18,0,0,1,21.64999962,1.202777743,0,0,2.408155918
u4975,287,160,0.557491302,1,219.6666718,0.765389085,123.9333344,0.564188182,0.573122621
u4553,1,0,0,1,0.333333343,0.333333343,0,0,0
u4833,49,17,0.346938789,1,98.48332977,2.009863853,40.16666794,0.407852441,4.111540794
u4377,44,32,0.727272749,1,21.91666603,0.498106062,16.83333397,0.768060863,0.164295658
u0888,6,3,0.5,1,4.150000095,0.691666663,2.900000095,0.698795199,0.145439819
u0366,4,4,1,1,18.41666603,4.604166508,18.41666603,1,32.0111618
u4755,,0,,0,,,0,,
u3580,61,26,0.426229507,1,76.33333588,1.251366138,32.11666489,0.420742363,2.056906223
u2915,34,20,0.588235319,1,71,2.088235378,13.69999981,0.192957744,24.86536789
u3332,63,42,0.666666687,1,95.43333435,1.514814854,76.65000153,0.803178489,7.984630585
u4518,980,350,0.357142866,1,646.0999756,0.659285724,203.7166595,0.315302074,0.294187576
u4526,68,35,0.514705896,1,46.66666794,0.686274529,29.45000076,0.631071448,0.583970129
u1409,14,6,0.428571433,1,16.21666718,1.158333302,3.133333445,0.19321686,2.763244152
u1187,275,165,0.600000024,1,410.2333374,1.491757631,199.4833374,0.486267984,13.77527714
u0644,5,1,0.200000003,1,6.400000095,1.279999971,0.316666663,0.049479168,2.562711
u2926,22,9,0.409090906,1,44.91666794,2.041666746,28.73333359,0.639703155,15.78125668
u2189,254,165,0.649606287,1,172.4333344,0.678871393,116.4166641,0.675140142,0.452388227
u2201,82,39,0.47560975,1,179.4333344,2.188211441,65.90000153,0.367267311,26.03307152
u2192,2,0,0,1,3.383333445,1.691666722,0,0,0.06673611
u4657,74,43,0.581081092,1,72.55000305,0.98040539,42.84999847,0.590627134,1.000963688
u0830,35,18,0.514285743,1,23.41666603,0.669047594,11.91666698,0.508896768,0.371748298
u0349,70,27,0.385714293,1,92.59999847,1.322857141,26.88333321,0.290316761,3.146588564
u0998,311,202,0.649517655,1,387.4833374,1.245927095,259.6499939,0.670093358,2.43128562
u3542,140,59,0.421428561,1,128.1499939,0.915357172,38.59999847,0.301209509,2.550488472
u4765,97,97,1,1,62.70000076,0.646391749,62.70000076,1,0.156919971
u0545,92,42,0.456521749,1,75.90000153,0.824999988,34.18333435,0.450373292,0.718469203
u0272,117,77,0.658119678,1,134.0666656,1.145868897,96.21666718,0.717677772,1.848726988
u4665,68,21,0.308823526,1,360.2999878,5.298529625,61.98333359,0.172032565,134.5178528
u3582,121,69,0.570247948,1,123.8833313,1.023829222,81.28333282,0.656128049,2.976188421
u3256,22,7,0.318181813,1,21,0.954545438,3.516666651,0.167460322,0.69730258
u2918,44,23,0.522727251,1,35.98333359,0.817803025,17.29999924,0.480778128,1.341090918
u0075,646,367,0.568111479,1,999.6500244,1.547445774,602.4333496,0.602644265,10.19842434
u2603,9,2,0.222222224,1,10.10000038,1.122222185,0.783333361,0.077557757,0.936666667
u0846,61,34,0.55737704,1,82.98332977,1.360382557,52.76666641,0.635870636,1.442752004
u3797,,0,,0,,,0,,
u2768,181,92,0.508287311,1,236.9333344,1.309023976,131.8000031,0.556274593,3.140280724
u0746,6,3,0.5,1,2.216666698,0.36944443,1.516666651,0.684210539,0.045316357
u1253,446,257,0.576233208,1,434.8166809,0.97492528,277.5833435,0.638391674,3.845983744
u3691,1,0,0,1,0.916666687,0.916666687,0,0,0
u4904,17,10,0.588235319,1,19.11666679,1.124509811,14.30000019,0.748038352,2.092520237
u4383,1,1,1,1,0.116666667,0.116666667,0.116666667,1,0
u4649,1,1,1,1,0.600000024,0.600000024,0.600000024,1,0
u2500,68,40,0.588235319,1,46.04999924,0.677205861,30.93333244,0.671733618,0.444835812
u3826,13,6,0.461538464,1,11.5,0.884615362,2.900000095,0.252173901,1.101515412
